exchange,symbol,timeframe,close,volume,RSI,zscore,%B,ATRstretch,VWAPgap,VWAPgap_daily,BTC_rel_zscore,VolumeZScore,RVOL,BBW,ADX,flags_met
coinbase,BTC-USD,1h,103890.04,149.79935698,52.69647330838463,0.47323602165295925,0.569533079947266,0.3235543384995479,0.1716545989824433,0.0,,-1.078041842400752,0.38283210944467067,0.02647798232925719,16.64157297501335,1
