exchange,symbol,timeframe,close,volume,RSI,zscore,%B,ATRstretch,VWAPgap,VWAPgap_daily,BTC_rel_zscore,VolumeZScore,RVOL,BBW,ADX,flags_met
coinbase,GST-USD,1h,0.012746,110829128.08,81.98830570111458,3.4978386042997616,1.1777734231655752,3.5579609227909126,0.3765619638273364,0.0,3.5125907931743074,1.2060996941759796,1.981675818930172,0.47896732751004656,46.76211665817687,2
