dates,opens,highs,lows,closes,volumes
1707082800000,42849.91,42871.18,42807.19,42811.48,12.89358348
1707083100000,42811.09,42811.44,42788.81,42793.16,4.06963681
1707083400000,42790.78,42790.78,42750.0,42754.46,7.58049924
1707083700000,42751.34,42771.35,42750.0,42758.26,3.94566682
1707084000000,42759.33,42803.84,42755.0,42797.27,6.4476882
1707084300000,42793.52,42799.24,42750.84,42754.03,6.15080025
1707084600000,42754.04,42795.33,42750.24,42785.88,6.90655617
1707084900000,42787.27,42865.26,42786.09,42819.04,7.64494961
1707085200000,42822.75,42822.76,42737.3,42737.3,5.22191036
1707085500000,42735.71,42737.41,42573.0,42633.23,21.03081564
1707085800000,42629.39,42639.11,42627.25,42639.11,0.15482969
